date,price
2025-09-21,7285.0
2025-09-22,7338.0
2025-09-23,7315.0
2025-09-24,7286.0
2025-09-25,7289.0
2025-09-26,7323.0
2025-09-27,7312.0
2025-09-28,7304.0
2025-09-29,7307.0
2025-09-30,7492.0
2025-10-01,7415.0
2025-10-02,7404.0
2025-10-03,7459.0
2025-10-04,7515.0
2025-10-05,7517.0
2025-10-06,7507.0
2025-10-07,7572.0
2025-10-08,7601.0
2025-10-09,7560.0
2025-10-10,7572.0
2025-10-11,7548.0
2025-10-12,7574.0
2025-10-13,7569.0
2025-10-14,7537.0
2025-10-15,7559.0
2025-10-16,7533.0
2025-10-17,7595.0
2025-10-18,7680.0
2025-10-19,7745.0
2025-10-20,7706.0
2025-10-21,7642.0
2025-10-22,7678.0
2025-10-23,7640.0
2025-10-24,7679.0
2025-10-25,7722.0
2025-10-26,7599.0
2025-10-27,7562.0
2025-10-28,7570.0
2025-10-29,7565.0
2025-10-30,7562.0
2025-10-31,7541.0
2025-11-01,7600.0
2025-11-02,7522.0
2025-11-03,7525.0
2025-11-04,7604.0
2025-11-05,7570.0
2025-11-06,7599.0
2025-11-07,7546.0
2025-11-08,7588.0
2025-11-09,7528.0
2025-11-10,7532.0
2025-11-11,7584.0
2025-11-12,7578.0
2025-11-13,7558.0
2025-11-14,7488.0
2025-11-15,7479.0
2025-11-16,7495.0
2025-11-17,7505.0
2025-11-18,7557.0
2025-11-19,7583.0
2025-11-20,7585.0
2025-11-21,7620.0
2025-11-22,7596.0
2025-11-23,7525.0
2025-11-24,7551.0
2025-11-25,7564.0
2025-11-26,7579.0
2025-11-27,7601.0
2025-11-28,7485.0
2025-11-29,7459.0
2025-11-30,7456.0
2025-12-01,7478.0
2025-12-02,7509.0
2025-12-03,7447.0
2025-12-04,7437.0
2025-12-05,7454.0
2025-12-06,7386.0
2025-12-07,7380.0
2025-12-08,7423.0
2025-12-09,7431.0
2025-12-10,7431.0
2025-12-11,7480.0
2025-12-12,7563.0
2025-12-13,7569.0
2025-12-14,7588.0
2025-12-15,7548.0
2025-12-16,7517.0
2025-12-17,7499.0
2025-12-18,7587.0
2025-12-19,7625.0
2025-12-20,7696.0
2025-12-21,7646.0
2025-12-22,7619.0
2025-12-23,7625.0
2025-12-24,7615.0
2025-12-25,7621.0
2025-12-26,7627.0
2025-12-27,7655.0
2025-12-28,7717.0
2025-12-29,7730.0
2025-12-30,7679.0
2025-12-31,7709.0
2026-01-01,7729.0
2026-01-02,7752.0
2026-01-03,7694.0
2026-01-04,7633.0
2026-01-05,7641.0
2026-01-06,7598.0
2026-01-07,7643.0
2026-01-08,7614.0
2026-01-09,7600.0
2026-01-10,7629.0
2026-01-11,7761.0
2026-01-12,7812.0
2026-01-13,7938.0
2026-01-14,7937.0
2026-01-15,7928.0
2026-01-16,8014.0
2026-01-17,8047.0
2026-01-18,8046.0
2026-01-19,7989.0
2026-01-20,8061.0
2026-01-21,7987.0
2026-01-22,7939.0
2026-01-23,8012.0
2026-01-24,8025.0
2026-01-25,7995.0
2026-01-26,7983.0
2026-01-27,7942.0
2026-01-28,7944.0
2026-01-29,7947.0
2026-01-30,7805.0
2026-01-31,7789.0
2026-02-01,7813.0
2026-02-02,7838.0
2026-02-03,7848.0
2026-02-04,7892.0
2026-02-05,7929.0
2026-02-06,7909.0
2026-02-07,7842.0
2026-02-08,7786.0
2026-02-09,7901.0
2026-02-10,7866.0
2026-02-11,7824.0
2026-02-12,7733.0
2026-02-13,7697.0
2026-02-14,7654.0
2026-02-15,7582.0
2026-02-16,7747.0
2026-02-17,7776.0
2026-02-18,7750.0
2026-02-19,7738.0
2026-02-20,7688.0
2026-02-21,7646.0
2026-02-22,7638.0
2026-02-23,7655.0
