date,price
2025-06-21,1854.0
2025-06-22,1879.0
2025-06-23,1903.0
2025-06-24,1919.0
2025-06-25,1909.0
2025-06-26,1891.0
2025-06-27,1891.0
2025-06-28,1884.0
2025-06-29,1872.0
2025-06-30,1873.0
2025-07-01,1864.0
2025-07-02,1875.0
2025-07-03,1892.0
2025-07-04,1905.0
2025-07-05,1897.0
2025-07-06,1908.0
2025-07-07,1918.0
2025-07-08,1906.0
2025-07-09,1905.0
2025-07-10,1904.0
2025-07-11,1916.0
2025-07-12,1929.0
2025-07-13,1933.0
2025-07-14,1942.0
2025-07-15,1912.0
2025-07-16,1936.0
2025-07-17,1939.0
2025-07-18,1933.0
2025-07-19,1919.0
2025-07-20,1958.0
2025-07-21,1958.0
2025-07-22,1942.0
2025-07-23,1945.0
2025-07-24,1930.0
2025-07-25,1934.0
2025-07-26,1933.0
2025-07-27,1919.0
2025-07-28,1918.0
2025-07-29,1905.0
2025-07-30,1907.0
2025-07-31,1912.0
2025-08-01,1910.0
2025-08-02,1920.0
2025-08-03,1925.0
2025-08-04,1906.0
2025-08-05,1944.0
2025-08-06,1940.0
2025-08-07,1937.0
2025-08-08,1923.0
2025-08-09,1905.0
2025-08-10,1896.0
2025-08-11,1900.0
2025-08-12,1895.0
2025-08-13,1898.0
2025-08-14,1893.0
2025-08-15,1899.0
2025-08-16,1902.0
2025-08-17,1898.0
2025-08-18,1904.0
2025-08-19,1889.0
2025-08-20,1886.0
2025-08-21,1892.0
2025-08-22,1893.0
2025-08-23,1866.0
2025-08-24,1857.0
2025-08-25,1850.0
2025-08-26,1845.0
2025-08-27,1838.0
2025-08-28,1823.0
2025-08-29,1840.0
2025-08-30,1860.0
2025-08-31,1831.0
2025-09-01,1829.0
2025-09-02,1827.0
2025-09-03,1826.0
2025-09-04,1835.0
2025-09-05,1834.0
2025-09-06,1835.0
2025-09-07,1830.0
2025-09-08,1834.0
2025-09-09,1834.0
2025-09-10,1825.0
2025-09-11,1812.0
2025-09-12,1827.0
2025-09-13,1830.0
2025-09-14,1833.0
2025-09-15,1828.0
2025-09-16,1819.0
2025-09-17,1810.0
2025-09-18,1813.0
2025-09-19,1804.0
2025-09-20,1809.0
2025-09-21,1807.0
2025-09-22,1804.0
2025-09-23,1814.0
2025-09-24,1815.0
2025-09-25,1837.0
2025-09-26,1849.0
2025-09-27,1845.0
2025-09-28,1830.0
2025-09-29,1853.0
2025-09-30,1822.0
2025-10-01,1807.0
2025-10-02,1800.0
2025-10-03,1802.0
2025-10-04,1803.0
2025-10-05,1786.0
2025-10-06,1770.0
2025-10-07,1775.0
2025-10-08,1767.0
2025-10-09,1759.0
2025-10-10,1765.0
2025-10-11,1772.0
2025-10-12,1785.0
2025-10-13,1795.0
2025-10-14,1788.0
2025-10-15,1792.0
2025-10-16,1784.0
2025-10-17,1767.0
2025-10-18,1754.0
2025-10-19,1756.0
2025-10-20,1742.0
2025-10-21,1740.0
2025-10-22,1749.0
2025-10-23,1740.0
2025-10-24,1740.0
2025-10-25,1752.0
2025-10-26,1757.0
2025-10-27,1771.0
2025-10-28,1776.0
2025-10-29,1798.0
2025-10-30,1806.0
2025-10-31,1817.0
2025-11-01,1803.0
2025-11-02,1782.0
2025-11-03,1774.0
2025-11-04,1781.0
2025-11-05,1764.0
2025-11-06,1766.0
2025-11-07,1770.0
2025-11-08,1759.0
2025-11-09,1775.0
2025-11-10,1775.0
2025-11-11,1788.0
2025-11-12,1795.0
2025-11-13,1805.0
2025-11-14,1796.0
2025-11-15,1810.0
2025-11-16,1815.0
2025-11-17,1817.0
2025-11-18,1814.0
2025-11-19,1796.0
2025-11-20,1788.0
2025-11-21,1802.0
2025-11-22,1821.0
2025-11-23,1817.0
2025-11-24,1827.0
2025-11-25,1822.0
2025-11-26,1830.0
2025-11-27,1812.0
2025-11-28,1806.0
2025-11-29,1792.0
2025-11-30,1784.0
2025-12-01,1793.0
2025-12-02,1806.0
2025-12-03,1802.0
2025-12-04,1823.0
2025-12-05,1835.0
2025-12-06,1848.0
2025-12-07,1825.0
2025-12-08,1826.0
2025-12-09,1819.0
2025-12-10,1829.0
2025-12-11,1810.0
2025-12-12,1798.0
2025-12-13,1803.0
2025-12-14,1793.0
2025-12-15,1797.0
2025-12-16,1786.0
2025-12-17,1784.0
2025-12-18,1790.0
2025-12-19,1780.0
2025-12-20,1770.0
2025-12-21,1772.0
2025-12-22,1795.0
2025-12-23,1790.0
2025-12-24,1790.0
2025-12-25,1808.0
2025-12-26,1828.0
2025-12-27,1843.0
2025-12-28,1844.0
2025-12-29,1833.0
2025-12-30,1805.0
2025-12-31,1816.0
2026-01-01,1815.0
2026-01-02,1817.0
2026-01-03,1821.0
2026-01-04,1862.0
2026-01-05,1885.0
2026-01-06,1874.0
2026-01-07,1882.0
2026-01-08,1890.0
2026-01-09,1903.0
2026-01-10,1900.0
2026-01-11,1902.0
2026-01-12,1909.0
2026-01-13,1889.0
2026-01-14,1900.0
2026-01-15,1901.0
2026-01-16,1920.0
2026-01-17,1929.0
2026-01-18,1915.0
2026-01-19,1897.0
2026-01-20,1913.0
2026-01-21,1896.0
2026-01-22,1906.0
2026-01-23,1921.0
2026-01-24,1928.0
2026-01-25,1916.0
2026-01-26,1912.0
2026-01-27,1893.0
2026-01-28,1892.0
2026-01-29,1877.0
2026-01-30,1861.0
2026-01-31,1877.0
2026-02-01,1882.0
2026-02-02,1885.0
2026-02-03,1871.0
2026-02-04,1873.0
2026-02-05,1869.0
2026-02-06,1868.0
2026-02-07,1872.0
2026-02-08,1887.0
2026-02-09,1881.0
2026-02-10,1881.0
2026-02-11,1904.0
2026-02-12,1909.0
2026-02-13,1883.0
2026-02-14,1865.0
2026-02-15,1886.0
2026-02-16,1860.0
2026-02-17,1883.0
2026-02-18,1898.0
2026-02-19,1891.0
2026-02-20,1907.0
2026-02-21,1916.0
2026-02-22,1915.0
2026-02-23,1920.0
